"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-12-10,1,2025-12-07,0.01,2284.87,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.025,2305.5,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.05,2342.95,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.1,2360.5,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.15,2367.85,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.2,2377.6,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.25,2388.75,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.3,2394.7,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.35,2398,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.4,2403,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.45,2409.55,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.5,2417.5,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.55,2422.45,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.6,2430.4,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.65,2435.35,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.7,2439.3,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.75,2453.5,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.8,2460,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.85,2469.9,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.9,2491.2,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.95,2500.3,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.975,2508.525,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.99,2530.31,"quantile","ILI incidence","AT"
2025-12-10,1,2025-12-07,0.01,184.92,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.025,189.475,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.05,196,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.1,201,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.15,203.85,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.2,206.8,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.25,208.75,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.3,212.7,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.35,214,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.4,216.6,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.45,219,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.5,220,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.55,221,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.6,223.4,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.65,226.35,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.7,229.3,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.75,232.25,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.8,234,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.85,238.3,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.9,242.1,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.95,248,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.975,252.05,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.99,256.06,"quantile","ILI incidence","BE"
2025-12-10,1,2025-12-07,0.01,77.98,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.025,79,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.05,82.95,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.1,87.9,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.15,90,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.2,90,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.25,92,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.3,93,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.35,94,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.4,95,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.45,97,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.5,98,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.55,99,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.6,100.4,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.65,102,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.7,103,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.75,106.25,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.8,109,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.85,111.15,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.9,114.1,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.95,117.05,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.975,118,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.99,119.05,"quantile","ILI incidence","HR"
2025-12-10,1,2025-12-07,0.01,10.97,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.025,12,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.05,13,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.1,15,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.15,16,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.2,17,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.25,18,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.3,19,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.35,20,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.4,20,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.45,20.55,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.5,21,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.55,21.45,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.6,22,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.65,23,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.7,23.3,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.75,24.25,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.8,25,"quantile","ILI incidence","CZ"
2025-12-10,1,2025-12-07,0.85,26,"quantile","ILI incidence","CZ"
