"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-09-17,1,2025-09-14,0.01,1675.64,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.025,1683.425,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.05,1695.7,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.1,1708.8,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.15,1719,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.2,1722.8,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.25,1727.5,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.3,1732.7,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.35,1738.3,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.4,1743.2,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.45,1748,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.5,1752,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.55,1756.9,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.6,1764.4,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.65,1770,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.7,1774.3,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.75,1780.25,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.8,1783.2,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.85,1786.15,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.9,1795.3,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.95,1816.3,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.975,1822.525,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.99,1831.36,"quantile","ILI incidence","AT"
2025-09-17,1,2025-09-14,0.01,42,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.025,44.95,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.05,47.95,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.1,50,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.15,52,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.2,53,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.25,55,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.3,56,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.35,56,"quantile","ILI incidence","BE"
2025-09-17,1,2025-09-14,0.4,57.6,"quantile","ILI incidence","BE"
