"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-03-04,1,2026-03-01,0.01,2504.88,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.025,2511.8,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.05,2518.95,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.1,2532.3,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.15,2541,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.2,2554,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.25,2561.5,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.3,2571.1,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.35,2587.65,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.4,2593.2,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.45,2600.65,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.5,2607,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.55,2609.45,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.6,2614.4,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.65,2621,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.7,2626.6,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.75,2637.25,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.8,2645,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.85,2656.3,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.9,2670.2,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.95,2680.15,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.975,2685.1,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.99,2703.19,"quantile","ILI incidence","AT"
2026-03-04,1,2026-03-01,0.01,390.95,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.025,393,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.05,394.95,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.1,401.9,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.15,405,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.2,409.6,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.25,415.75,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.3,418.7,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.35,421.3,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.4,423.6,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.45,426.55,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.5,429.5,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.55,433,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.6,436,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.65,441,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.7,444.3,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.75,446,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.8,448.2,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.85,450,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.9,455.1,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.95,462,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.975,467.575,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.99,485.02,"quantile","ILI incidence","BE"
2026-03-04,1,2026-03-01,0.01,7.99,"quantile","ILI incidence","HR"
2026-03-04,1,2026-03-01,0.025,8,"quantile","ILI incidence","HR"
