"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-05-06,1,2026-05-03,0.01,1744.64,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.025,1752.425,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.05,1764.75,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.1,1778.7,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.15,1789.85,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.2,1793.8,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.25,1800.75,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.3,1806.1,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.35,1810.95,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.4,1814.6,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.45,1820.1,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.5,1824,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.55,1829.45,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.6,1836.4,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.65,1841.35,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.7,1846.3,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.75,1852.25,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.8,1855,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.85,1859.45,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.9,1869.3,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.95,1894,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.975,1898.675,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.99,1904.36,"quantile","ILI incidence","AT"
2026-05-06,1,2026-05-03,0.01,22.97,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.025,24,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.05,24.95,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.1,26.9,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.15,27,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.2,28,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.25,29,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.3,30,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.35,30.65,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.4,31,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.45,32,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.5,32,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.55,33,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.6,34,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.65,35,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.7,36,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.75,37,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.8,37,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.85,38,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.9,39,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.95,41,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.975,43,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.99,45.02,"quantile","ILI incidence","BE"
2026-05-06,1,2026-05-03,0.01,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.025,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.05,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.1,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.15,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.2,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.25,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.3,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.35,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.4,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.45,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.5,0,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.55,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.6,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.65,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.7,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.75,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.8,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.85,1,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.9,2,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.95,2,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.975,2.52499999999999,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.99,3,"quantile","ILI incidence","HR"
2026-05-06,1,2026-05-03,0.01,6.99,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.025,7,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.05,8.95,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.1,9,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.15,10,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.2,10.8,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.25,11,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.3,11.7,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.35,12,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.4,13,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.45,13,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.5,13,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.55,13,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.6,14,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.65,15,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.7,15,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.75,16,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.8,17,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.85,17.15,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.9,18,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.95,19,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.975,19.525,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.99,21.04,"quantile","ILI incidence","CZ"
2026-05-06,1,2026-05-03,0.01,61,"quantile","ILI incidence","DK"
2026-05-06,1,2026-05-03,0.025,64.475,"quantile","ILI incidence","DK"
2026-05-06,1,2026-05-03,0.05,68.9,"quantile","ILI incidence","DK"
2026-05-06,1,2026-05-03,0.1,71.8,"quantile","ILI incidence","DK"
2026-05-06,1,2026-05-03,0.15,74,"quantile","ILI incidence","DK"
2026-05-06,1,2026-05-03,0.2,76,"quantile","ILI incidence","DK"
