"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-11-19,1,2025-11-16,0.01,2088.61,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.025,2097.9,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.05,2111.7,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.1,2126.7,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.15,2137.85,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.2,2142.6,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.25,2147.5,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.3,2153.4,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.35,2159.3,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.4,2165.2,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.45,2170,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.5,2175,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.55,2180.35,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.6,2188.4,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.65,2194,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.7,2199.3,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.75,2206.25,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.8,2209.2,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.85,2213.15,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.9,2223.3,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.95,2245.4,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.975,2253.525,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.99,2263.4,"quantile","ILI incidence","AT"
2025-11-19,1,2025-11-16,0.01,126.98,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.025,131.95,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.05,134,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.1,138.9,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.15,140.85,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.2,142.8,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.25,145,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.3,147,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.35,147,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.4,150,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.45,151,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.5,152.5,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.55,155,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.6,156,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.65,157.7,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.7,160,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.75,161,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.8,162,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.85,164,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.9,166.2,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.95,174.05,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.975,176.575,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.99,179.04,"quantile","ILI incidence","BE"
2025-11-19,1,2025-11-16,0.01,5,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.025,6,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.05,8,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.1,9,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.15,10,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.2,11,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.25,11.75,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.3,12,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.35,12,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.4,13,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.45,13.55,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.5,14,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.55,15,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.6,15,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.65,16,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.7,16,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.75,17,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.8,17,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.85,18,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.9,18.1,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.95,21.1,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.975,23,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.99,23.02,"quantile","ILI incidence","HR"
2025-11-19,1,2025-11-16,0.01,7.99,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.025,10,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.05,10,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.1,13,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.15,13,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.2,14,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.25,14,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.3,15,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.35,16,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.4,17,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.45,17,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.5,18,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.55,19,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.6,19,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.65,19.35,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.7,20,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.75,21,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.8,22,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.85,22,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.9,23,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.95,25,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.975,25.525,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.99,28.01,"quantile","ILI incidence","CZ"
2025-11-19,1,2025-11-16,0.01,126.99,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.025,127.475,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.05,130,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.1,132.9,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.15,135.85,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.2,138,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.25,140,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.3,142,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.35,144,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.4,145,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.45,146.55,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.5,147,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.55,148,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.6,149,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.65,150.35,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.7,152,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.75,153.25,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.8,156.2,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.85,162.15,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.9,165,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.95,169,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.975,170.525,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.99,172.06,"quantile","ILI incidence","DK"
2025-11-19,1,2025-11-16,0.01,262.95,"quantile","ILI incidence","EE"
