"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-10-29,1,2025-10-26,0.01,1693.65,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.025,1702.425,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.05,1714.7,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.1,1727.8,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.15,1738.85,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.2,1742.8,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.25,1749.75,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.3,1755.1,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.35,1759.3,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.4,1763.6,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.45,1768.1,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.5,1772.5,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.55,1778,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.6,1785.4,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.65,1789.7,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.7,1794.6,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.75,1801,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.8,1803.2,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.85,1807.45,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.9,1817.3,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.95,1842,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.975,1846.675,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.99,1851.36,"quantile","ILI incidence","AT"
2025-10-29,1,2025-10-26,0.01,157.93,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.025,160.475,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.05,162.9,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.1,166.9,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.15,168,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.2,170.8,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.25,173,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.3,175,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.35,176,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.4,178,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.45,179.55,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.5,181.5,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.55,184,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.6,185,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.65,186.35,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.7,189,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.75,190.25,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.8,191,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.85,193.15,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.9,196.2,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.95,204.05,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.975,207.1,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.99,210.04,"quantile","ILI incidence","BE"
2025-10-29,1,2025-10-26,0.01,0,"quantile","ILI incidence","HR"
2025-10-29,1,2025-10-26,0.025,0,"quantile","ILI incidence","HR"
