"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-12-03,1,2025-11-30,0.01,2122.6,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.025,2131.425,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.05,2144.7,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.1,2159.8,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.15,2171.85,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.2,2176.8,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.25,2184.5,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.3,2190.1,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.35,2195.3,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.4,2199.6,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.45,2205.65,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.5,2210,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.55,2216,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.6,2224,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.65,2228.7,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.7,2234.6,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.75,2241.25,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.8,2244.2,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.85,2249.45,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.9,2260.3,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.95,2287,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.975,2292.2,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.99,2298.4,"quantile","ILI incidence","AT"
2025-12-03,1,2025-11-30,0.01,133.99,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.025,137.9,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.05,142.95,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.1,146.9,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.15,149,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.2,151,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.25,154,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.3,156,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.35,156,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.4,158.6,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.45,160,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.5,161,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.55,164,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.6,165,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.65,166,"quantile","ILI incidence","BE"
2025-12-03,1,2025-11-30,0.7,169.3,"quantile","ILI incidence","BE"
