target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,20/10/2024,1,quantile,0.01,643.4955858109513,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.01,750.1378699630544,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.01,692.5430374527023,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.01,1127.7919588838156,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.025,646.4250679951538,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.025,758.3442989019816,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.025,734.5513404398392,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.025,1175.1807846806134,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.05,729.9449618268793,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.05,798.5478746455279,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.05,775.9931694899515,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.05,1322.8159145173695,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.1,794.2126838479119,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.1,824.4900474102105,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.1,835.0348225721235,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.1,1359.1210895963848,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.15,801.7259756309069,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.15,833.1122913316765,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.15,841.4439601769697,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.15,1411.6003549270622,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.2,810.0148946152804,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.2,861.7297491333588,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.2,845.9962900749599,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.2,1465.503732,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.25,828.5649087919652,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.25,863.3907486925416,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.25,870.3209158730701,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.25,1479.1431946228927,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.3,861.0663813838099,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.3,892.5465033470356,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.3,897.2175705894197,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.3,1564.610692412233,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.35,880.1783362771255,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.35,904.9486932384292,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.35,904.4171106822702,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.35,1576.2517181557712,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.4,890.5777543967206,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.4,914.1904065958547,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.4,929.0494578581776,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.4,1579.4107323656865,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.45,918.9582353196948,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.45,936.3305542049333,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.45,933.9371284746522,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.45,1584.4137924726347,23/10/2024
ILI incidence,AT,20/10/2024,1,median,,929.8627451,23/10/2024
ILI incidence,AT,27/10/2024,2,median,,948.0017152,23/10/2024
ILI incidence,AT,03/11/2024,3,median,,934.8007737187569,23/10/2024
ILI incidence,AT,10/11/2024,4,median,,1594.7567340362332,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.55,931.7205211201267,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.55,955.5074680330486,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.55,948.7483418024777,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.55,1604.2530636537492,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.6,939.9361359536628,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.6,963.8505558016915,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.6,965.9003673471942,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.6,1612.0953692415603,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.65,947.0452708382516,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.65,970.5483297187379,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.65,977.1007040042954,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.65,1645.818519007615,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.7,955.9880673695114,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.7,975.4414118584485,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.7,982.0865805433923,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.7,1646.904422256551,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.75,987.0960651407886,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.75,1009.8934444430197,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.75,986.8884005316286,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.75,1671.497404024852,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.8,1008.5174204200117,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.8,1082.9647746536825,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.8,996.7916184,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.8,1747.780082730917,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.85,1021.4736545275437,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.85,1093.541738131876,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.85,1072.1660291883404,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.85,1835.187455158173,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.9,1081.6235143478455,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.9,1123.165132251167,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.9,1105.5200172380407,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.9,2044.0102394706164,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.95,1133.0740746098375,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.95,1206.178791,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.95,1194.9146996736913,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.95,2114.1043521894967,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.975,1232.8223401372102,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.975,1225.6118540745947,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.975,1255.9168016001686,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.975,2136.560287800227,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.99,1244.0351621274276,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.99,1243.0193270891034,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.99,1312.8093309861868,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.99,2258.569972981644,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.01,122.27854709451445,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.01,120.57982927530465,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.01,113.34670326705202,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.01,104.4395176304268,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.025,138.6074222396042,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.025,125.18963455578442,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.025,127.0840535836449,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.025,127.26153828099383,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.05,143.90296019716422,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.05,130.07457239640803,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.05,139.2560918951108,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.05,160.29920531104094,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.1,162.59537950613364,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.1,162.40949793280978,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.1,157.28200130399176,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.1,176.5406051676164,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.15,173.54534244773473,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.15,172.02834532666716,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.15,160.7850592890852,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.15,182.99722317826453,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.2,176.5227542709604,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.2,173.71466790367444,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.2,164.11730834449378,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.2,189.10180059374125,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.25,178.87567444259258,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.25,176.31144088593686,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.25,165.4504191840759,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.25,189.6616955595155,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.3,182.64435215712746,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.3,178.7405695413201,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.3,166.4829972019595,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.3,203.40958660205283,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.35,188.82584549118116,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.35,183.18392717251209,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.35,167.76255707017413,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.35,208.58192814162433,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.4,193.86235974262402,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.4,187.45050554046549,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.4,168.76709443356276,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.4,213.98627617345875,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.45,196.7546344501729,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.45,198.91582477012497,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.45,169.8931894078442,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.45,217.58528250056025,23/10/2024
ILI incidence,BE,20/10/2024,1,median,,199.15866883137184,23/10/2024
ILI incidence,BE,27/10/2024,2,median,,199.69927385410543,23/10/2024
ILI incidence,BE,03/11/2024,3,median,,174.89389687343174,23/10/2024
ILI incidence,BE,10/11/2024,4,median,,219.52519391620612,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.55,209.7943336000999,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.55,209.0634446983472,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.55,178.37789876816618,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.55,221.8452198703796,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.6,220.79127713142358,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.6,213.42463731791085,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.6,185.9757810709189,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.6,227.8236186965957,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.65,223.4381815116105,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.65,217.53972743739737,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.65,192.32632441237124,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.65,229.00902956358286,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.7,224.58968996494454,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.7,221.88855794170203,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.7,196.55061166486263,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.7,229.65843959826012,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.75,233.0249845,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.75,231.18052370625247,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.75,208.18630885725125,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.75,230.26703356774578,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.8,236.90740660573437,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.8,232.21754057428578,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.8,217.45063594537646,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.8,230.80521316639113,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.85,250.88335910822408,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.85,236.0780124392071,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.85,222.41644899646204,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.85,240.05617256952965,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.9,272.7458426528526,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.9,245.58902871548713,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.9,222.9632914736286,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.9,249.39251673062742,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.95,298.06142893774535,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.95,255.72502642384075,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.95,231.7644181755374,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.95,253.12858439507423,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.975,323.0559827291739,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.975,291.9862980387771,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.975,240.96169922527906,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.975,268.7185473338035,23/10/2024
ILI incidence,BE,20/10/2024,1,quantile,0.99,334.40296278481173,23/10/2024
ILI incidence,BE,27/10/2024,2,quantile,0.99,304.0925744706537,23/10/2024
ILI incidence,BE,03/11/2024,3,quantile,0.99,326.8871180603144,23/10/2024
ILI incidence,BE,10/11/2024,4,quantile,0.99,301.7156696323839,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.01,0.17919083212327425,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.01,0.2544156228784044,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.01,0.13501433657093673,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.01,0.062374891,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.025,0.29255211885854643,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.025,0.3841257027537965,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.025,0.13707063655385518,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.025,0.18028598364427403,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.05,0.2963486073501786,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.05,0.459215847,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.05,0.17167480689964024,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.05,0.19635975577472012,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.1,0.3150943651809031,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.1,0.4738312089482309,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.1,0.18386372454223202,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.1,0.24490159187658936,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.15,0.33603613591496384,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.15,0.5299164776692383,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.15,0.1903714017115742,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.15,0.3481165368160444,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.2,0.3470639234273599,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.2,0.6659850610595008,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.2,0.2011950193875354,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.2,0.3830523217527769,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.25,0.3632261675831222,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.25,0.7708181962675111,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.25,0.20599168766400128,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.25,0.39060341214642913,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.3,0.407176043,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.3,0.8569472264213605,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.3,0.21227848552453174,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.3,0.3975076140718631,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.35,0.41662658389536783,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.35,0.8729788468044826,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.35,0.220461215,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.35,0.4055182583642338,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.4,0.4296438726245562,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.4,0.9109005681920448,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.4,0.22831619069082534,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.4,0.41536496963926606,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.45,0.4508417652179092,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.45,1.0180705227170634,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.45,0.24623055076729125,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.45,0.4216029461246273,23/10/2024
ILI incidence,HR,20/10/2024,1,median,,0.45701764692331803,23/10/2024
ILI incidence,HR,27/10/2024,2,median,,1.0530808435584658,23/10/2024
ILI incidence,HR,03/11/2024,3,median,,0.28856806990316775,23/10/2024
ILI incidence,HR,10/11/2024,4,median,,0.42538502295598896,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.55,0.489196904,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.55,1.0861426723946561,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.55,0.30833542025125454,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.55,0.42876714022738266,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.6,0.5030236291553662,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.6,1.1125854621328661,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.6,0.3497453507162987,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.6,0.4325551978368971,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.65,0.5206071949434123,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.65,1.1271176046991482,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.65,0.5309393637829689,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.65,0.4374086540654172,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.7,0.5311590238872229,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.7,1.1406914057609783,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.7,0.578077926,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.7,0.4453230314156858,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.75,0.542604509,23/10/2024
ILI incidence,HR,27/10/2024,2,quantile,0.75,1.1663219923472146,23/10/2024
ILI incidence,HR,03/11/2024,3,quantile,0.75,0.6826318300619829,23/10/2024
ILI incidence,HR,10/11/2024,4,quantile,0.75,0.45492165110054933,23/10/2024
ILI incidence,HR,20/10/2024,1,quantile,0.8,0.5571287217138734,23/10/2024
