target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,BE,2025-11-30,1,quantile,0.01,69.01231996328238,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.01,66.2982659610598,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.01,66.0169968479344,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.01,78.2150392026574,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.025,72.89931354320706,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.025,67.68955792962333,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.025,68.76871932695865,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.025,86.95968081547909,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.05,77.12109679261599,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.05,73.94584315519185,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.05,72.89912301695452,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.05,87.56509027731526,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.1,80.04298194257007,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.1,88.61248945169154,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.1,78.08368171878124,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.1,88.15103455234257,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.15,81.6391625057122,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.15,94.67778643023985,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.15,83.06012403702294,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.15,88.9227969034111,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.2,82.40194353591414,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.2,97.81008372401973,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.2,90.65654656305708,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.2,89.65903513399411,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.25,82.85848017077399,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.25,99.09397470103997,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.25,93.3148167525207,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.25,90.56236288070951,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.3,83.13712400877,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.3,99.90118956244281,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.3,94.57840545059096,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.3,91.05911681343862,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.35,83.52942363675176,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.35,100.49304293303881,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.35,94.8629754753015,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.35,91.5507891919701,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.4,84.55544815944869,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.4,101.45046079579802,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.4,95.71631014597415,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.4,92.02840784467516,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.45,85.49345947684778,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.45,101.99763010718084,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.45,96.18127392615835,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.45,92.54740497115762,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.5,86.8892281761714,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.5,102.69350612951081,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.5,96.56134984594756,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.5,93.2945721186571,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.55,87.63118906145459,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.55,103.65537900498809,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.55,96.90308755125461,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.55,93.72089998271677,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.6,88.448881997781,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.6,105.03682229413221,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.6,97.29136561471046,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.6,94.14107065624444,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.65,89.26352706518742,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.65,105.36735490204981,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.65,97.71077582202159,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.65,94.50650948044868,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.7,89.94575167131796,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.7,105.86980829863215,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.7,98.14070862198044,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.7,95.14121559028135,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.75,90.52096291483343,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.75,106.87986426604326,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.75,98.76115372873255,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.75,96.0712466132744,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.8,91.14844414001205,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.8,107.4115974342313,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.8,99.91009790634953,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.8,97.05784441709375,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.85,91.48504631225788,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.85,107.86503213898528,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.85,105.4772547947215,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.85,97.55064849259297,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.9,92.28081581629465,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.9,108.35164740709745,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.9,107.25562391750245,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.9,98.18404255642471,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.95,94.75839161714762,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.95,109.25157556137219,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.95,111.04504137082044,2025-12-03
ILI incidence,BE,2025-12-21,4,quantile,0.95,99.96239410099508,2025-12-03
ILI incidence,BE,2025-11-30,1,quantile,0.975,98.47740576423836,2025-12-03
ILI incidence,BE,2025-12-07,2,quantile,0.975,116.79606318456935,2025-12-03
ILI incidence,BE,2025-12-14,3,quantile,0.975,113.69373675326328,2025-12-03
