target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,20/10/2024,1,quantile,0.01,530.1698754823673,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.01,790.5623110490434,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.01,842.7960904,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.01,679.8877831985775,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.025,842.4503267,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.025,893.0531474223058,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.025,863.1074117890843,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.025,845.9297650066255,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.05,857.3478979330725,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.05,923.7094027760274,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.05,882.1821839213427,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.05,865.6923325940761,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.1,880.9386962648047,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.1,936.9907909497442,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.1,890.4394376085576,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.1,881.5032750847167,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.15,893.8879754958086,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.15,947.7784931216864,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.15,902.6295836101579,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.15,898.6648338459643,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.2,907.9186881,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.2,956.4101829332571,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.2,927.9799370074284,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.2,906.1832796588291,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.25,920.1516194772548,23/10/2024
