target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,20/10/2024,1,quantile,0.01,876.7179421198003,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.01,1028.981355602518,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.01,1033.908970040515,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.01,1210.327860883789,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.025,903.7289261792605,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.025,1153.158197426417,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.025,1111.4067703715698,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.025,1250.5888449975544,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.05,1213.2207739398184,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.05,1193.0153170477734,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.05,1132.0617467499662,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.05,1304.0460530956873,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.1,1246.2900836721662,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.1,1232.788190089897,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.1,1163.7061644019095,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.1,1361.6294536181863,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.15,1266.7004013777776,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.15,1274.7382573644247,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.15,1315.2982353044051,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.15,1494.601516930632,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.2,1326.3692332809828,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.2,1331.0658250120523,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.2,1424.8592114102817,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.2,1571.3729970301988,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.25,1420.1953627364028,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.25,1451.4205383265735,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.25,1535.7651898103575,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.25,1637.9031138811076,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.3,1505.987263151803,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.3,1547.5301829163175,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.3,1647.4854705333678,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.3,1707.9279514634327,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.35,1621.4610039419667,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.35,1600.1417941534064,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.35,1709.6114966910543,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.35,1760.8017623540616,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.4,1671.8119806426141,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.4,1650.1127035178747,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.4,1742.904146997976,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.4,1815.3986689462902,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.45,1748.3724374371513,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.45,1679.5389262798324,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.45,1783.1265814997369,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.45,1855.4247282944093,23/10/2024
ILI incidence,AT,20/10/2024,1,median,,1900.9497503324183,23/10/2024
ILI incidence,AT,27/10/2024,2,median,,1706.6752424689225,23/10/2024
ILI incidence,AT,03/11/2024,3,median,,1818.0410332120628,23/10/2024
ILI incidence,AT,10/11/2024,4,median,,1899.9978703056815,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.55,1930.8082850474923,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.55,1780.4532054478057,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.55,1862.3091216996763,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.55,1947.1463981216682,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.6,1977.0993440430398,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.6,1833.7902288858093,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.6,1910.5736114061822,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.6,1995.949471556771,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.65,2046.369312646225,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.65,1875.6633696636961,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.65,1959.0073509079868,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.65,2047.3500833245735,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.7,2108.2174255415657,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.7,1915.3080689911462,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.7,2002.6525492647027,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.7,2113.996312449916,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.75,2163.4400892675635,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.75,1957.8363775712496,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.75,2056.913249772794,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.75,2172.0194205127445,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.8,2214.651128666384,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.8,1988.9879234146567,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.8,2119.8522308613783,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.8,2221.8161197283853,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.85,2319.4035215007225,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.85,2020.3240274607883,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.85,2196.325792,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.85,2301.9067742126035,23/10/2024
