target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,20/10/2024,1,quantile,0.01,616.0227769,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.01,663.1983705,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.01,684.4254744,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.01,645.7736551,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.025,693.8140462,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.025,743.3085607,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.025,774.4660854,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.025,734.8168675,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.05,760.9942252,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.05,853.4769983,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.05,858.9348518,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.05,796.971092,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.1,883.3188236,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.1,954.8508288,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.1,961.0093742,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.1,931.5126465,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.15,996.7182808,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.15,1043.693791,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.15,1049.263996,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.15,1058.47172,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.2,1065.045253,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.2,1116.991006,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.2,1124.121021,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.2,1154.339485,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.25,1113.317157,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.25,1194.717286,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.25,1198.164062,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.25,1241.511098,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.3,1173.507353,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.3,1265.047562,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.3,1278.492634,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.3,1317.010929,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.35,1265.067256,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.35,1316.52092,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.35,1338.917084,23/10/2024
ILI incidence,AT,10/11/2024,4,quantile,0.35,1389.569378,23/10/2024
ILI incidence,AT,20/10/2024,1,quantile,0.4,1338.101814,23/10/2024
ILI incidence,AT,27/10/2024,2,quantile,0.4,1388.542523,23/10/2024
ILI incidence,AT,03/11/2024,3,quantile,0.4,1400.347666,23/10/2024
